GENE ID	GENE ALIASES	START	END	FUNCTIONAL ROLES	SUBSYSTEMS	SUBSYSTEM CLASS	REACTIONS
peg.137	"adk,Bsu0137,NP_388018.1,gi|16077205,GeneID:938508"	145875	145875	Adenylate kinase (EC 2.7.4.3)	Purine_conversions	Nucleosides and Nucleotides	rxn00097|rxn01127
peg.138	"map,Bsu0138,NP_388019.1,gi|16077206,GeneID:938929"	146525	146525	Methionine aminopeptidase (EC 3.4.11.18)	Translation_factors_bacterial	Protein Metabolism	
peg.139	"infA,Bsu0139,NP_388020.1,gi|16077207,GeneID:938924"	147583	147583	Translation initiation factor 1	Translation_factors_bacterial	Protein Metabolism	
peg.140	"rpmJ,Bsu0140,NP_388021.1,gi|16077208,GeneID:938927"	147835	147835	LSU ribosomal protein L36p	Ribosome_LSU_bacterial	Protein Metabolism	rxn05296
peg.141	"rpsM,Bsu0141,NP_388022.1,gi|16077209,GeneID:938928"	147971	147971	SSU ribosomal protein S13p (S18e)	Ribosome_SSU_bacterial	Protein Metabolism	rxn05296
peg.142	"rpsK,Bsu0142,NP_388023.1,gi|16077210,GeneID:938926"	148357	148357	SSU ribosomal protein S11p (S14e)	Ribosome_SSU_bacterial	Protein Metabolism	rxn05296
peg.143	"rpoA,Bsu0143,NP_388024.1,gi|16077211,GeneID:938921"	148929	148929	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	RNA_polymerase_bacterial	RNA Metabolism	rxn05295
peg.144	"rplQ,Bsu0144,NP_388025.1,gi|16077212,GeneID:938918"	149951	149951	LSU ribosomal protein L17p	Ribosome_LSU_bacterial	Protein Metabolism	rxn05296
peg.145	"ybxA,Bsu0145,NP_388026.1,gi|16077213,GeneID:938925"	150441	150441	ATPase component of general energizing module of ECF transporters	Folate_Biosynthesis	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	
peg.146	"ybaE,Bsu0146,NP_388027.1,gi|16077214,GeneID:938922"	151301	151301	ATPase component of general energizing module of ECF transporters	Folate_Biosynthesis	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	
peg.147	"ybaF,Bsu0147,NP_388028.1,gi|16077215,GeneID:938923"	152128	152128	Transmembrane component of general energizing module of ECF transporters	Folate_Biosynthesis	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	
peg.148	"truA,Bsu0148,NP_388029.1,gi|16077216,GeneID:938920"	152935	152935	tRNA pseudouridine synthase A (EC 4.2.1.70)	tRNA_modification_Archaea|tRNA_modification_Archaea_Henri|tRNA_modification_Bacteria|tRNA_modification_yeast_cytoplasmic|tRNA_modification_yeast_mitochondrial|tRNA_processing	RNA Metabolism	
peg.149	"rplM,Bsu0149,NP_388030.1,gi|16077217,GeneID:938915"	153841	153841	LSU ribosomal protein L13p (L13Ae)	Ribosome_LSU_bacterial	Protein Metabolism	rxn05296
peg.150	"rpsI,Bsu0150,NP_388031.1,gi|16077218,GeneID:938912"	154299	154299	SSU ribosomal protein S9p (S16e)	Ribosome_SSU_bacterial	Protein Metabolism	rxn05296
peg.151	"ybaJ,Bsu0151,NP_388032.1,gi|16077219,GeneID:938919"	155155	155155				
peg.152	"ybaK,Bsu0152,NP_388033.1,gi|16077220,GeneID:938916"	156108	156108	alternate gene name: ybxH			
peg.153	"cwlD,Bsu0153,NP_388034.1,gi|16077221,GeneID:938917"	156611	156611	"Germination-specific N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28), cell wall hydrolase CwlD"			rxn02875
peg.154	"ybaL,Bsu0154,NP_388035.1,gi|16077222,GeneID:938914"	157420	157420	Iron-sulfur cluster assembly/repair protein ApbC			
peg.155	"gerD,Bsu0155,NP_388036.1,gi|16077223,GeneID:938910"	158514	158514	Spore germination protein GerD			
peg.156	"kbaA,Bsu0156,NP_388037.1,gi|16077224,GeneID:938913"	159181	159181	KinB signaling pathway activation protein			
peg.157	"ybaN,Bsu0157,NP_388038.1,gi|16077225,GeneID:938911"	159778	159778	"polysaccharide deacetylase, putative"			
peg.158	"ybaR,Bsu0158,NP_388039.1,gi|16077226,GeneID:938890"	177082	177082	Sulfate permease	Cysteine_Biosynthesis|Superpathway_of_cysteine_biosynthesis	Amino Acids and Derivatives	rxn05651
peg.159	"ybaS,Bsu0159,NP_388040.1,gi|16077227,GeneID:938892"	178733	178733	Bile acid sodium symporter			
peg.160	"ybbA,Bsu0160,NP_388041.1,gi|16077228,GeneID:938887"	179594	179594	ABC transporter ATP-binding protein ybbA			
peg.161	"feuC,Bsu0161,NP_388042.1,gi|16077229,GeneID:938893"	180168	180168	component of iron-uptake system			rxn05555|rxn05195
peg.162	"feuB,Bsu0162,NP_388043.1,gi|16077230,GeneID:938884"	181345	181345	component of iron-uptake system			rxn05555|rxn05195
peg.163	"feuA,Bsu0163,NP_388044.1,gi|16077231,GeneID:938891"	182368	182368	component of iron-uptake system			rxn05555|rxn05195
peg.164	"ybbB,Bsu0164,NP_388045.1,gi|16077232,GeneID:938888"	183412	183412	"transcriptional regulator, AraC family"			
peg.165	"ybbC,Bsu0165,NP_388046.1,gi|16077233,GeneID:938889"	185192	185192	alternate gene name: yzbB	Folate_Biosynthesis	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	
peg.166	"ybbD,Bsu0166,NP_388047.1,gi|16077234,GeneID:938881"	186450	186450	Beta-hexosaminidase (EC 3.2.1.52)	(GlcNAc)2_Catabolic_Operon|Chitin_and_N-acetylglucosamine_utilization	Carbohydrates	rxn00016
peg.167	"ybbE,Bsu0167,NP_388048.1,gi|16077235,GeneID:938886"	188406	188406	beta-lactamase			rxn07099
peg.168	"ybbF,Bsu0168,NP_388049.1,gi|16077236,GeneID:938879"	189816	189816	"PTS system, glucose-specific IIBC component (EC 2.7.1.69)"	Sucrose_Metabolism	Carbohydrates	rxn05226
peg.169	"ybbH,Bsu0169,NP_388050.1,gi|16077237,GeneID:938885"	191182	191182	"Transcriptional regulator, RpiR family"			
peg.170	"ybbI,Bsu0170,NP_388051.1,gi|16077238,GeneID:938882"	192050	192050	N-acetylmuramic acid 6-phosphate etherase (EC 4.2.-.-)			
peg.171	"ybbJ,Bsu0171,NP_388052.1,gi|16077239,GeneID:938883"	193135	193135				
peg.172	"ybbK,Bsu0172,NP_388053.1,gi|16077240,GeneID:938877"	193567	193567				
peg.173	"sigW,Bsu0173,NP_388054.1,gi|16077241,GeneID:938868"	194838	194838	RNA polymerase sigma factor SigW	"Transcription_initiation,_bacterial_sigma_factors"	RNA Metabolism	
peg.174	"ybbM,Bsu0174,NP_388055.1,gi|16077242,GeneID:938876"	195415	195415				
peg.175	"ybbP,Bsu0175,NP_388056.1,gi|16077243,GeneID:938735"	196202	196202	"ABC transporter, permease protein YbbP clustered with maltose/maltodextrin transporter|Tlr1762 protein"	Maltose_and_Maltodextrin_Utilization	Carbohydrates	
peg.176	"ybbR,Bsu0176,NP_388057.1,gi|16077244,GeneID:938867"	197016	197016	"uncharacterized secreted protein, YBBR Bacillus subtilis homolog"			
peg.177	"ybbT,Bsu0177,NP_388058.1,gi|16077245,GeneID:938632"	198486	198486	Phosphoglucosamine mutase (EC 5.4.2.10)	Sialic_Acid_Metabolism	Cell Wall and Capsule	rxn00704|rxn01485
peg.178	"glmS,Bsu0178,NP_388059.1,gi|16077246,GeneID:938736"	200263	200263	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	Formaldehyde_assimilation:_Ribulose_monophosphate_pathway|Sialic_Acid_Metabolism	Carbohydrates|Cell Wall and Capsule	rxn00555
peg.179	"ybbU,Bsu0179,NP_388060.1,gi|16077247,GeneID:938737"	202112	202112				
peg.180	"alkA,Bsu0180,NP_388061.1,gi|16077248,GeneID:938586"	202533	202533	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	DNA_Repair_Base_Excision	DNA Metabolism	
peg.181	"adaA,Bsu0181,NP_388062.1,gi|16077249,GeneID:938648"	203715	203715	adaptative response to DNA alkylation|positive regulation of the adaAB operon			
peg.182	"adaB,Bsu0182,NP_388063.1,gi|16077250,GeneID:938673"	204337	204337	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	"DNA_repair,_bacterial"	DNA Metabolism	
peg.183	"ndhF,Bsu0183,NP_388064.1,gi|16077251,GeneID:938593"	205395	205395	"NADH dehydrogenase, subunit 5"	Respiratory_Complex_I	Respiration	
peg.184	"ybcC,Bsu0184,NP_388065.1,gi|16077252,GeneID:938603"	206927	206927	Hypothetical transmembrane protein coupled to NADH-ubiquinone oxidoreductase chain 5 homolog	"CO2_uptake,_carboxysome|Respiratory_Complex_I"	Carbohydrates|Respiration	
peg.185	"ybcD,Bsu0185,NP_388066.1,gi|16077253,GeneID:938564"	207166	207166	Hypothetical transmembrane protein coupled to NADH-ubiquinone oxidoreductase chain 5 homolog	"CO2_uptake,_carboxysome|Respiratory_Complex_I"	Carbohydrates|Respiration	
peg.186	"ybcF,Bsu0186,NP_388067.1,gi|16077254,GeneID:938524"	209619	209619				
peg.187	"ybcH,Bsu0187,NP_388068.1,gi|16077255,GeneID:938573"	210210	210210				
peg.188	"ybcI,Bsu0188,NP_388069.1,gi|16077256,GeneID:938568"	210558	210558				
peg.189	"ybcL,Bsu0189,NP_388070.1,gi|16077257,GeneID:938536"	211845	211845	Chloramphenicol resistance protein			
peg.190	"ybcM,Bsu0190,NP_388071.1,gi|16077258,GeneID:938504"	213141	213141	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	Formaldehyde_assimilation:_Ribulose_monophosphate_pathway|Sialic_Acid_Metabolism	Carbohydrates|Cell Wall and Capsule	
peg.191	"ybcO,Bsu0191,NP_388072.1,gi|16077259,GeneID:938506"	213926	213926	Sporulation killing factor A SkfA			
peg.192	"ybcP,Bsu0192,NP_388073.1,gi|16077260,GeneID:938501"	214160	214160	Antimicrobial protein SkfB			
peg.193	"ybcQ,Bsu0193,NP_388074.1,gi|16077261,GeneID:938525"	214593	214593	Antimicrobial protein SkfC			
peg.194	"ybcS,Bsu0194,NP_388075.1,gi|16077262,GeneID:938505"	215390	215390	Amino terminal CAAX family protease SkfD			
peg.195	"ybcT,Bsu0195,NP_388076.1,gi|16077263,GeneID:938503"	215944	215944	ABC transporter SkfE			
peg.196	"ybdA,Bsu0196,NP_388077.1,gi|16077264,GeneID:938498"	216898	216898	ABC transporter ATP-binding protein SkfF			
peg.197	"ybdB,Bsu0197,NP_388078.1,gi|16077265,GeneID:938494"	217682	217682	Protein SkfG			
peg.198	"ybdD,Bsu0198,NP_388079.1,gi|16077266,GeneID:938502"	219075	219075	Protein SkfH			
peg.199	"ybdE,Bsu0199,NP_388080.1,gi|16077267,GeneID:938499"	219594	219594	YBDE protein			
peg.200	"ybdG,Bsu0200,NP_388081.1,gi|16077268,GeneID:938500"	220265	220265				
peg.201	"ybdJ,Bsu0201,NP_388082.1,gi|16077269,GeneID:938485"	221247	221247	Two-component response regulator ybdJ			
peg.202	"ybdK,Bsu0202,NP_388083.1,gi|16077270,GeneID:938496"	221939	221939	sensor histidine kinase			
peg.203	"ybdL,Bsu0203,NP_388084.1,gi|16077271,GeneID:938497"	222971	222971				
peg.204	"ybdM,Bsu0204,NP_388085.1,gi|16077272,GeneID:938464"	223208	223208	serine/threonine kinase			
peg.205	"ybdN,Bsu0205,NP_388086.1,gi|16077273,GeneID:938489"	224064	224064				
peg.206	"ybdO,Bsu0206,NP_388087.1,gi|16077274,GeneID:938493"	225053	225053				
peg.207	"ybxG,Bsu0207,NP_388088.1,gi|16077275,GeneID:938470"	226555	226555	Amino acid permease			
peg.208	"csgA,Bsu0208,NP_388089.1,gi|16077276,GeneID:938448"	228055	228055	sporulation-specific SASP protein			
peg.209	"ybxH,Bsu0209,NP_388090.1,gi|16077277,GeneID:938445"	228320	228320				
peg.210	"ybxI,Bsu0210,NP_388091.1,gi|16077278,GeneID:938466"	228538	228538	Probable beta-lactamase ybxI precursor (EC 3.5.2.6)	Beta-lactamase	Virulence	rxn07099
peg.211	"ybdT,Bsu0211,NP_388092.1,gi|16077279,GeneID:938449"	229514	229514	Cytochrome P450			
peg.212	"ybyB,Bsu0212,NP_388093.1,gi|16077280,GeneID:938450"	230808	230808				
peg.213	"ybeC,Bsu0213,NP_388094.1,gi|16077281,GeneID:938442"	231337	231337	Amino acid transporter			
peg.214	"glpQ,Bsu0214,NP_388095.1,gi|16077282,GeneID:938446"	233003	233003	"Glycerophosphoryl diester phosphodiesterase, periplasmic (EC 3.1.4.46)"	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization	Carbohydrates	rxn01073|rxn08669|rxn00758
peg.215	"glpT,Bsu0215,NP_388096.1,gi|16077283,GeneID:938447"	233983	233983	Glycerol-3-phosphate transporter	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization	Carbohydrates	rxn05578
peg.216	"ybeF,Bsu0216,NP_388097.1,gi|16077284,GeneID:938444"	235614	235614				
peg.217	"ybfA,Bsu0217,NP_388098.1,gi|16077285,GeneID:938439"	235954	235954				
peg.218	"ybfB,Bsu0218,NP_388099.1,gi|16077286,GeneID:938436"	236868	236868	"transporter, putative"			
peg.219	"ybfE,Bsu0219,NP_388100.1,gi|16077287,GeneID:938443"	238153	238153				
peg.220	"ybfF,Bsu0220,NP_388101.1,gi|16077288,GeneID:938441"	238633	238633				
peg.221	"ybfG,Bsu0221,NP_388102.1,gi|16077289,GeneID:938433"	239633	239633				
peg.222	"ybfH,Bsu0222,NP_388103.1,gi|16077290,GeneID:938440"	241906	241906	Permease of the drug/metabolite transporter (DMT) superfamily	Cobalt-zinc-cadmium_resistance|Queuosine-Archaeosine_Biosynthesis	Virulence|RNA Metabolism	
peg.223	"ybfI,Bsu0223,NP_388104.1,gi|16077291,GeneID:938437"	242823	242823	"Transcriptional regulator, AraC family"			
peg.224	"purT,Bsu0224,NP_388105.1,gi|16077292,GeneID:938438"	243881	243881	Phosphoribosylglycinamide formyltransferase 2 (EC 2.1.2.-)	De_Novo_Purine_Biosynthesis	Nucleosides and Nucleotides	rxn04783
peg.225	"mpr,Bsu0225,NP_388106.1,gi|16077293,GeneID:938430"	245179	245179	extracellular metalloprotease			
peg.226	"ybfJ,Bsu0226,NP_388107.1,gi|16077294,GeneID:938435"	246083	246083				
peg.227	"ybfK,Bsu0227,NP_388108.1,gi|16077295,GeneID:938434"	246647	246647				
peg.228	"pssA,Bsu0228,NP_388109.1,gi|16077296,GeneID:938427"	247733	247733	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	Fatty Acids and Lipids	rxn09206|rxn10227|rxn10230|rxn09208|rxn10226|rxn10228|rxn09210|rxn10231|rxn10229
peg.229	"ybfM,Bsu0229,NP_388110.1,gi|16077297,GeneID:938432"	248257	248257	DedA family protein			
peg.230	"psd,Bsu0230,NP_388111.1,gi|16077298,GeneID:938431"	248738	248738	Phosphatidylserine decarboxylase (EC 4.1.1.65)	Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	Fatty Acids and Lipids	rxn10233|rxn09200|rxn10232|rxn09202|rxn10237|rxn10235|rxn10234|rxn09198|rxn10236
peg.231	"ybfN,Bsu0231,NP_388112.1,gi|16077299,GeneID:938429"	249584	249584				
peg.232	"ybfO,Bsu0232,NP_388113.1,gi|16077300,GeneID:938424"	249968	249968	Succinoglycan biosynthesis protein			
peg.233	"ybfP,Bsu0233,NP_388114.1,gi|16077301,GeneID:938428"	251416	251416	Right origin-binding protein			
peg.234	"ybfQ,Bsu0234,NP_388115.1,gi|16077302,GeneID:938426"	252503	252503	Rhodanese domain protein			
peg.235	"gltP,Bsu0235,NP_388116.1,gi|16077303,GeneID:938421"	253507	253507	Proton/aspartate symport protein|Proton/glutamate symport protein			rxn05217|rxn05297
peg.236	"ybfS,Bsu0236,NP_388117.1,gi|16077304,GeneID:938418"	254896	254896	"PTS system, Glucosamine-specific IIA component (EC 2.7.1.69)|PTS system, Glucosamine-specific IIB component (EC 2.7.1.69)|PTS system, Glucosamine-specific IIC component (EC 2.7.1.69)"			rxn05569
peg.237	"ybfT,Bsu0237,NP_388118.1,gi|16077305,GeneID:938425"	256812	256812	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	Chitin_and_N-acetylglucosamine_utilization|Formaldehyde_assimilation:_Ribulose_monophosphate_pathway|Sialic_Acid_Metabolism	Carbohydrates|Cell Wall and Capsule	rxn00552
peg.238	"ybgA,Bsu0238,NP_388119.1,gi|16077306,GeneID:938422"	257780	257780				
peg.239	"ybgB,Bsu0239,NP_388120.1,gi|16077307,GeneID:938423"	258521	258521				
peg.240	"ybgE,Bsu0240,NP_388121.1,gi|16077308,GeneID:938420"	259005	259005	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	"Alanine_biosynthesis|Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress|Branched-Chain_Amino_Acid_Biosynthesis|Dehydrogenase_complexes|Isoleucine_degradation|Leucine_Biosynthesis|Leucine_Degradation_and_HMG-CoA_Metabolism|Methionine_Salvage|Pyruvate_Alanine_Serine_Interconversions|Valine_degradation"	Amino Acids and Derivatives|Carbohydrates	rxn01575|rxn00806|rxn00903
peg.241	"ybgF,Bsu0241,NP_388122.1,gi|16077309,GeneID:938415"	260112	260112	amino acid permease			
peg.242	"ybgG,Bsu0242,NP_388123.1,gi|16077310,GeneID:938412"	261645	261645	Homocysteine S-methyltransferase (EC 2.1.1.10)	Methionine_Biosynthesis	Amino Acids and Derivatives	rxn00452
peg.243	"ybgH,Bsu0243,NP_388124.1,gi|16077311,GeneID:938419"	262721	262721	Sodium/glutamine symporter glnT			rxn05216
peg.244	"ybgJ,Bsu0244,NP_388125.1,gi|16077312,GeneID:938416"	264182	264182	Glutaminase (EC 3.5.1.2)	"Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis"	Amino Acids and Derivatives	rxn00189
peg.245	"ycbA,Bsu0245,NP_388126.1,gi|16077313,GeneID:938417"	265537	265537	"Two-component sensor histidine kinase, controling glutamine utilization"			
peg.246	"ycbB,Bsu0246,NP_388127.1,gi|16077314,GeneID:938414"	266711	266711	"Two-component response regulator, controling glutamine utilization"			
peg.247	"ycbC,Bsu0247,NP_388128.1,gi|16077315,GeneID:938409"	267882	267882	5-dehydro-4-deoxyglucarate dehydratase (EC 4.2.1.41)	"D-galactarate,_D-glucarate_and_D-glycerate_catabolism"	Carbohydrates	rxn01634
peg.248	"ycbD,Bsu0248,NP_388129.1,gi|16077316,GeneID:938406"	268838	268838	Ketoglutarate semialdehyde dehydrogenase (EC 1.2.1.26)	"Proline,_4-hydroxyproline_uptake_and_utilization"	Amino Acids and Derivatives	rxn00196
peg.249	"ycbE,Bsu0249,NP_388130.1,gi|16077317,GeneID:938413"	270388	270388	D-glucarate permease	"D-galactarate,_D-glucarate_and_D-glycerate_catabolism"	Carbohydrates	rxn05572|rxn05565
peg.250	"ycbF,Bsu0250,NP_388131.1,gi|16077318,GeneID:938410"	271792	271792	Glucarate dehydratase (EC 4.2.1.40)	"D-galactarate,_D-glucarate_and_D-glycerate_catabolism"	Carbohydrates	rxn07845|rxn01989
peg.251	"ycbG,Bsu0251,NP_388132.1,gi|16077319,GeneID:938411"	273229	273229	Predicted 5-dehydro-4-deoxyglucarate regulator YcbG	"D-galactarate,_D-glucarate_and_D-glycerate_catabolism"	Carbohydrates	
peg.252	"ycbH,Bsu0252,NP_388133.1,gi|16077320,GeneID:938407"	274021	274021	D-galactarate dehydratase (EC 4.2.1.42)	"D-galactarate,_D-glucarate_and_D-glycerate_catabolism"	Carbohydrates	rxn03887
peg.253	"ycbJ,Bsu0253,NP_388134.1,gi|16077321,GeneID:938408"	275830	275830	macrolide 2'-phosphotransferase			
peg.254	"yczA,Bsu0254,NP_388135.1,gi|16077322,GeneID:938403"	277152	277152				
peg.255	"ycbK,Bsu0255,NP_388136.1,gi|16077323,GeneID:938405"	277334	277334	Permeases of the drug/metabolite transporter (DMT) superfamily			
peg.256	"ycbL,Bsu0256,NP_388137.1,gi|16077324,GeneID:938400"	278369	278369	DNA-binding response regulator			
peg.257	"ycbM,Bsu0257,NP_388138.1,gi|16077325,GeneID:938397"	279051	279051	two-component sensor histidine kinase			
peg.258	"ycbN,Bsu0258,NP_388139.1,gi|16077326,GeneID:938404"	279683	279683	Bacitracin transport ATP-binding protein bcrA			
peg.259	"ycbO,Bsu0259,NP_388140.1,gi|16077327,GeneID:938401"	280641	280641				
peg.260	"ycbP,Bsu0260,NP_388141.1,gi|16077328,GeneID:938402"	281311	281311	Integral membrane protein			
peg.261	"cwlJ,Bsu0261,NP_388142.1,gi|16077329,GeneID:938399"	282011	282011	Spore cortex-lytic enzyme CwlJ			
peg.262	"ycbR,Bsu0262,NP_388143.1,gi|16077330,GeneID:938394"	282545	282545	"tellurium resistance protein, putative"			
peg.263	"phoD,Bsu0263,NP_388144.1,gi|16077331,GeneID:938391"	283555	283555	phosphodiesterase/alkaline phosphatase D			
peg.264	"yczB,Bsu0264,NP_388145.1,gi|16077332,GeneID:938398"	285320	285320				
peg.265	"ycbT,Bsu0265,NP_388146.1,gi|16077333,GeneID:938395"	285593	285593	Twin-arginine translocation protein TatC	Twin-arginine_translocation_system	Protein Metabolism	
peg.266	"pcp,Bsu0266,NP_388147.1,gi|16077334,GeneID:938396"	286327	286327	Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)			
peg.267	"ycbU,Bsu0267,NP_388148.1,gi|16077335,GeneID:938393"	287053	287053	Cysteine desulfurase (EC 2.8.1.7)	Alanine_biosynthesis|Fe-S_cluster_assembly|YgfZ|mnm5U34_biosynthesis_bacteria|tRNA_modification_Archaea|tRNA_modification_Bacteria|tRNA_modification_yeast_cytoplasmic	"Amino Acids and Derivatives|Cofactors, Vitamins, Prosthetic Groups, Pigments|RNA Metabolism"	
peg.268	"lmrB,Bsu0268,NP_388149.1,gi|16077336,GeneID:938388"	288207	288207	lincomycin-resistance			
peg.269	"lmrA,Bsu0269,NP_388150.1,gi|16077337,GeneID:938385"	289686	289686	negative regulation of the lincomycin operon (lmrBA)			
peg.270	"yccC,Bsu0270,NP_388151.1,gi|16077338,GeneID:938392"	290469	290469	L-asparaginase (EC 3.5.1.1)	"Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis"	Amino Acids and Derivatives	rxn00342
peg.271	"lipA,Bsu0271,NP_388152.1,gi|16077339,GeneID:938389"	291759	291759	lipase			
peg.272	"yczC,Bsu0272,NP_388153.1,gi|16077340,GeneID:938390"	292435	292435	YCZC protein			
peg.273	"yccF,Bsu0273,NP_388154.1,gi|16077341,GeneID:938387"	293053	293053				
peg.274	"yccG,Bsu0274,NP_388155.1,gi|16077342,GeneID:938382"	294169	294169				
peg.275	"yccH,Bsu0275,NP_388156.1,gi|16077343,GeneID:938379"	295138	295138	Autolysin response regulator			
peg.276	"natA,Bsu0276,NP_388157.1,gi|16077344,GeneID:938386"	295983	295983	catalyses ATP-dependent electrogenic Na+ extrusion without mechanistically coupled H+ or K+ uptake			rxn05622
peg.277	"natB,Bsu0277,NP_388158.1,gi|16077345,GeneID:938383"	296724	296724	catalyses ATP-dependent electrogenic Na+ extrusion without mechanistically coupled H+ or K+ uptake			rxn05622
peg.278	"yccK,Bsu0278,NP_388159.1,gi|16077346,GeneID:938384"	298020	298020	"oxidoreductase, aldo/keto reductase family"			
peg.279	"ycdA,Bsu0279,NP_388160.1,gi|16077347,GeneID:938380"	298992	298992				
peg.280	"ycdB,Bsu0280,NP_388161.1,gi|16077348,GeneID:938381"	300384	300384				
peg.281	"ycdC,Bsu0281,NP_388162.1,gi|16077349,GeneID:938376"	301989	301989				
peg.282	"ycdD,Bsu0282,NP_388163.1,gi|16077350,GeneID:938378"	303358	303358	L-alanoyl-D-glutamate peptidase			rxn08775
peg.283	"rapJ,Bsu0283,NP_388164.1,gi|16077351,GeneID:938373"	303984	303984	response regulator aspartate phosphatase			
peg.284	"ycdF,Bsu0284,NP_388165.1,gi|16077352,GeneID:938377"	305212	305212	Glucose 1-dehydrogenase (EC 1.1.1.47)	"D-gluconate_and_ketogluconates_metabolism|Entner-Doudoroff_Pathway|Glycolysis_and_Gluconeogenesis,_including_Archaeal_enzymes"	Carbohydrates	rxn01108|rxn01109
peg.285	"ycdG,Bsu0285,NP_388166.1,gi|16077353,GeneID:938375"	306013	306013	"Oligo-1,6-glucosidase (EC 3.2.1.10)"	Maltose_and_Maltodextrin_Utilization	Carbohydrates	rxn01259|rxn05746
peg.286	"ycdH,Bsu0286,NP_388167.1,gi|16077354,GeneID:938370"	307886	307886	"Zinc ABC transporter, periplasmic-binding protein ZnuA"			rxn05150
peg.287	"ycdI,Bsu0287,NP_388168.1,gi|16077355,GeneID:938374"	308901	308901	"Zinc ABC transporter, ATP-binding protein ZnuC"			rxn05150
