SUBSYSTEM ID	GENE ID	FUNCTIONAL ROLES	CLASS 1	CLASS 2	REACTIONS	
dTDP-rhamnose_synthesis	peg.727|peg.3788|peg.3789	"Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)|dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)|Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)"	Cell Wall and Capsule	Capsular and extracellular polysacchrides	rxn01675|rxn00702|rxn01997	
Methylglyoxal_Metabolism	peg.735|peg.1936|peg.2252|peg.3801|peg.3888|peg.3991	Aldehyde dehydrogenase (EC 1.2.1.3)|Methylglyoxal synthase (EC 4.2.3.3)	Carbohydrates	Central carbohydrate metabolism	rxn05734|rxn00979|rxn02853|rxn00748|rxn00506|rxn05735|rxn01851|rxn01286	
ABC_transporter_ferrichrome_(TC_3.A.1.14.3)	peg.749|peg.3336|peg.3337|peg.3338|peg.3339	Ferrichrome transport ATP-binding protein FhuC (TC 3.A.1.14.3)|Ferrichrome transport system permease protein fhuG|Ferrichrome transport system permease protein fhuB (TC 3.A.1.14.3)|Ferrichrome-binding periplasmic protein precursor (TC 3.A.1.14.3)	Membrane Transport	ABC transporters	rxn05188|rxn05558|rxn05148	
Iron_acquisition_in_Vibrio	peg.749|peg.2357|peg.3203|peg.3204|peg.3205|peg.3206|peg.3336|peg.3338|peg.3339	"Ferrichrome transport ATP-binding protein FhuC (TC 3.A.1.14.3)|Ferric uptake regulation protein FUR|Isochorismatase (EC 3.3.2.1) of siderophore biosynthesis|2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58)|Isochorismate synthase (EC 5.4.4.2) of siderophore biosynthesis|2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28)|Ferrichrome transport system permease protein fhuB (TC 3.A.1.14.3)|Ferrichrome-binding periplasmic protein precursor (TC 3.A.1.14.3)"	Virulence	Iron Scavenging Mechanisms	rxn01258|rxn01094|rxn05188|rxn05558|rxn05148|rxn01093|rxn02177	
"Citrate_Metabolism,_Transport,_and_Regulation"	peg.761|peg.3911	Mg(2+) Citrate transporter (TC 2.A.11.1.1)|Ca(2+) Citrate symporter (TC 2.A.11.1.2)	Carbohydrates	Organic acids	rxn05214|rxn05213	
Trehalose_Uptake_and_Utilization	peg.780|peg.781|peg.782|peg.818|peg.1052|peg.1391|peg.2228|peg.3461	"PTS system, trehalose-specific IIB component (EC 2.7.1.69)|PTS system, trehalose-specific IIC component (EC 2.7.1.69)|Trehalose-6-phosphate hydrolase (EC 3.2.1.93)|Trehalose operon transcriptional repressor|Maltose-6'-phosphate glucosidase (EC 3.2.1.122)|Glucose/mannose:H+ symporter GlcP|PTS system, glucose-specific IIA component (EC 2.7.1.69)|PTS system, glucose-specific IIB component (EC 2.7.1.69)|PTS system, glucose-specific IIC component (EC 2.7.1.69)|Beta-phosphoglucomutase (EC 5.4.2.6)"	Carbohydrates	Di- and oligosaccharides	rxn00607|rxn01967|rxn05226|rxn05611|rxn02005|rxn05573|rxn00606	
Campylobacter_Iron_Metabolism	peg.800	Magnesium and cobalt transport protein CorA	Virulence	Iron Scavenging Mechanisms	rxn05616|rxn10474	
Lipoic_acid_metabolism	peg.808|peg.1025|peg.1462|peg.1941|peg.2407|peg.2457|peg.2459|peg.3239|peg.3770	Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.-)|Lipoate-protein ligase A|Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)|Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)|Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)|Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)|Lipoate synthase	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Lipoic acid	rxn07584|rxn01871|rxn07585|rxn01925|rxn06335|rxn00908|rxn06586|rxn01872|rxn09953	
Multidrug_Resistance_Efflux_Pumps	peg.821|peg.822|peg.868|peg.1949|peg.3488	"Multidrug resistance ABC transporter ATP-binding and permease protein|Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps"	Virulence	Resistance to antibiotics and toxic compounds		
ABC_transporter_iron(III)_dicitrate_(TC_3.A.1.14.1)	peg.844|peg.845|peg.846|peg.3299	"Iron(III) dicitrate transport system, periplasmic iron-binding protein FecB (TC 3.A.1.14.1)|Iron(III) dicitrate transport system permease protein fecD (TC 3.A.1.14.1)|Iron(III) dicitrate transport ATP-binding protein FecE (TC 3.A.1.14.1)"	Membrane Transport	ABC transporters	rxn05557	
Vibrioferrin_synthesis	peg.844	"Iron(III) dicitrate transport system, periplasmic iron-binding protein FecB (TC 3.A.1.14.1)"	Virulence	Iron Scavenging Mechanisms	rxn05557	
Phenazine_biosynthesis	peg.847	Phenazine biosynthesis protein PhzF	Secondary Metabolism	"Bacterial cytostatics, differentiation factors and antibiotics"		
Small_acid-soluble_spore_proteins	peg.865|peg.975|peg.1349|peg.1999|peg.2557|peg.2960	"Small acid-soluble spore protein, gamma-type SASP|Small acid-soluble spore protein, beta-type SASP|Small acid-soluble spore protein, alpha/beta family, SASP_6|Endopeptidase spore protease Gpr (EC 3.4.24.78)"	Dormancy and Sporulation	Spore DNA protection		
Protection_from_Reactive_Oxygen_Species	peg.881|peg.1938|peg.2506|peg.3868|peg.3910	Catalase (EC 1.11.1.6)|Superoxide dismutase [Fe] (EC 1.15.1.1)|Manganese superoxide dismutase (EC 1.15.1.1)	Stress Response	Oxidative stress	rxn00206|rxn00006	
Alkanesulfonate_assimilation	peg.882|peg.883|peg.884|peg.885	Alkanesulfonates ABC transporter ATP-binding protein|Alkanesulfonates-binding protein|Alkanesulfonates transport system permease protein|Alkanesulfonate monooxygenase (EC 1.14.14.5)	Sulfur Metabolism	Organic sulfur assimilation	rxn08471|rxn05621|rxn10067|rxn05594|rxn05656|rxn05552|rxn08468|rxn05599|rxn05512|rxn05737|rxn05585|rxn05620|rxn08467|rxn08469|rxn05172|rxn08470	
Alkanesulfonates_Utilization	peg.882|peg.883|peg.884|peg.885	Alkanesulfonates ABC transporter ATP-binding protein|Alkanesulfonates-binding protein|Alkanesulfonates transport system permease protein|Alkanesulfonate monooxygenase (EC 1.14.14.5)	Sulfur Metabolism	Organic sulfur assimilation	rxn08471|rxn05621|rxn10067|rxn05594|rxn05656|rxn05552|rxn08468|rxn05599|rxn05512|rxn05737|rxn05585|rxn05620|rxn08467|rxn08469|rxn05172|rxn08470	
"Multidrug_Resistance,_2-protein_version_Found_in_Gram-positive_bacteria"	peg.900|peg.901	Multidrug resistance protein [function not yet clear]|Membrane component of multidrug resistance system	Virulence	Resistance to antibiotics and toxic compounds		
Methionine_Degradation	peg.911|peg.2728|peg.2729|peg.2730|peg.3045|peg.3058|peg.3278|peg.3279|peg.3280	Methionine ABC transporter substrate-binding protein|Cystathionine gamma-lyase (EC 4.4.1.1)|Cystathionine beta-synthase (EC 4.2.1.22)|S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)|Methionine ABC transporter ATP-binding protein|S-adenosylmethionine synthetase (EC 2.5.1.6)|Methionine ABC transporter permease protein	Amino Acids and Derivatives	"Lysine, threonine, methionine, and cysteine"	rxn00742|rxn00143|rxn00126|rxn05219|rxn00953|rxn01021|rxn05183	
"Glycerol_fermenation_to_1,3-propanediol"	peg.928	Glycerol uptake facilitator protein	Fatty Acids and Lipids	Triacylglycerols	rxn05581	
Osmoregulation	peg.928	Glycerol uptake facilitator protein	Stress Response	Osmotic stress	rxn05581	
MLST	peg.929|peg.1035|peg.1570|peg.3288|peg.3398|peg.3772	Glycerol kinase (EC 2.7.1.30)|Acetyl-CoA acetyltransferase (EC 2.3.1.9)|Guanylate kinase (EC 2.7.4.8)|Triosephosphate isomerase (EC 5.3.1.1)|Phosphate acetyltransferase (EC 2.3.1.8)	Virulence	Detection	rxn00615|rxn03248|rxn09562|rxn06510|rxn00676|rxn02804|rxn00874|rxn00173|rxn01509|rxn00239|rxn03243|rxn00670|rxn00178|rxn00747|rxn02680	
Perosamine_Synthesis_Vibrio	peg.931	Phosphomannomutase (EC 5.4.2.8)	Cell Wall and Capsule	Gram-Negative cell wall components	rxn01329	
Rrf2_family_transcriptional_regulators	peg.938|peg.2755|peg.3670|peg.3764	"Nitrite-sensitive transcriptional repressor NsrR|Iron-sulfur cluster regulator IscR|Rrf2 family transcriptional regulator, group III|Rrf2 family transcriptional regulator"	RNA Metabolism	Transcription		
Glyoxylate_Synthesis	peg.944|peg.1804|peg.2917	Citrate synthase (si) (EC 2.3.3.1)|Aconitate hydratase (EC 4.2.1.3)	Carbohydrates	Organic acids	rxn00973|rxn03061|rxn00256|rxn00974|rxn01388	
Glyoxylate_bypass	peg.944|peg.1035|peg.1233|peg.1804|peg.2215|peg.2915|peg.2917|peg.3288	"Citrate synthase (si) (EC 2.3.3.1)|Acetyl-CoA acetyltransferase (EC 2.3.1.9)|(R)-2-hydroxyacid dehydrogenase, similar to L-sulfolactate dehydrogenase (EC 1.1.1.272)|Aconitate hydratase (EC 4.2.1.3)|4-Hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16)|Malate dehydrogenase (EC 1.1.1.37)"	Carbohydrates	Central carbohydrate metabolism	rxn00973|rxn03061|rxn00248|rxn03248|rxn06510|rxn00676|rxn00256|rxn02804|rxn00974|rxn01388|rxn00874|rxn03243|rxn03884|rxn00178|rxn00328|rxn02680	
TCA_Cycle	peg.944|peg.1463|peg.1611|peg.1612|peg.1804|peg.1941|peg.1942|peg.2846|peg.2847|peg.2915|peg.2916|peg.2917|peg.3310	Citrate synthase (si) (EC 2.3.3.1)|Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)|Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)|Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)|Aconitate hydratase (EC 4.2.1.3)|Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)|2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)|Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)|Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)|Malate dehydrogenase (EC 1.1.1.37)|Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)|Fumarate hydratase class II (EC 4.2.1.2)	Carbohydrates	Central carbohydrate metabolism	rxn01387|rxn00973|rxn03061|rxn00248|rxn00199|rxn00799|rxn00256|rxn00285|rxn00974|rxn01388|rxn01241|rxn00288|rxn01872|rxn00441|rxn02376	
Protein_Acetylation_and_Deacetylation_in_Bacteria	peg.965|peg.2959|peg.2971	NAD-dependent protein deacetylase of SIR2 family|Acetyl-coenzyme A synthetase (EC 6.2.1.1)	Protein Metabolism	Protein processing and modification	rxn00175	
Rad50-Mre11::SbcD-SbcC_DNA_Repair_Module	peg.992	DNA double-strand break repair rad50 ATPase	DNA Metabolism	DNA repair		
Serine_Biosynthesis	peg.1002|peg.2311|peg.3697	Phosphoserine aminotransferase (EC 2.6.1.52)|D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)|Serine hydroxymethyltransferase (EC 2.1.2.1)	Amino Acids and Derivatives	"Alanine, serine, and glycine"	rxn01101|rxn02914|rxn00692|rxn03445	
Protein_degradation	peg.1020|peg.1447|peg.2450|peg.3211|peg.3852	"Deblocking aminopeptidase (EC 3.4.11.-)|Aminopeptidase S (Leu, Val, Phe, Tyr preference) (EC 3.4.11.-)|Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)|Cytosol aminopeptidase PepA (EC 3.4.11.1)|Aminopeptidase Y (Arg, Lys, Leu preference) (EC 3.4.11.-)"	Protein Metabolism	Protein degradation		
Glycine_cleavage_system	peg.1025|peg.2457|peg.2459|peg.2460|peg.2461|peg.3285|peg.3697|peg.3770	Lipoate-protein ligase A|Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)|Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)|Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)|Glycine cleavage system H protein|Serine hydroxymethyltransferase (EC 2.1.2.1)	Amino Acids and Derivatives	"Alanine, serine, and glycine"	rxn07584|rxn00692|rxn07585|rxn00908	
Anaerobic_benzoate_metabolism	peg.1035|peg.2420|peg.3288	Acetyl-CoA acetyltransferase (EC 2.3.1.9)|3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)	Metabolism of Aromatic Compounds	Anaerobic degradation of aromatic compounds	rxn03248|rxn06510|rxn00676|rxn01452|rxn02804|rxn00874|rxn03243|rxn00178|rxn02680	
Archaeal_lipids	peg.1035|peg.1717|peg.2291|peg.2432|peg.3288	"Acetyl-CoA acetyltransferase (EC 2.3.1.9)|Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)|Isopentenyl-diphosphate delta-isomerase, FMN-dependent (EC 5.3.3.2)|Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)"	Fatty Acids and Lipids	Isoprenoids	rxn00830|rxn03248|rxn06510|rxn00676|rxn01454|rxn01466|rxn02804|rxn00874|rxn03243|rxn01213|rxn00178|rxn02680	
Mevalonate_Branch_of_Isoprenoid_Biosynthesis	peg.1035|peg.1717|peg.3288	Acetyl-CoA acetyltransferase (EC 2.3.1.9)|Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Isoprenoids	rxn03248|rxn06510|rxn00676|rxn01454|rxn02804|rxn00874|rxn03243|rxn00178|rxn02680	
Neotrehalosadiamine_(NTD)_Biosynthesis_Operon	peg.1053|peg.1054|peg.1055|peg.1056	NTD biosynthesis operon putative oxidoreductase NtdC (EC 1.-.-.-)|NTD biosynthesis operon putative hydrolase NtdB (EC 3.-.-.-)|NTD biosynthesis operon protein NtdA|NTD biosynthesis operon regulator NtdR	Carbohydrates	Aminosugars		
ABC_transporter_oligopeptide_(TC_3.A.1.5.1)	peg.1059|peg.1137|peg.1138|peg.1139|peg.1141|peg.1144|peg.1145|peg.1146|peg.1147|peg.1148|peg.1302	"Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein oppA (TC 3.A.1.5.1)|Oligopeptide transport ATP-binding protein oppD (TC 3.A.1.5.1)|Oligopeptide transport ATP-binding protein oppF (TC 3.A.1.5.1)|Oligopeptide transport system permease protein oppC (TC 3.A.1.5.1)|Oligopeptide transport system permease protein oppB (TC 3.A.1.5.1)"	Membrane Transport	ABC transporters		
ATP-dependent_Nuclease	peg.1062|peg.1063	"ATP-dependent nuclease, subunit B|ATP-dependent nuclease, subunit A"	DNA Metabolism	DNA repair		
Central_meta-cleavage_pathway_of_aromatic_compound_degradation	peg.1075|peg.1865|peg.3760	Fumarylacetoacetate hydrolase family protein|4-hydroxyphenylacetate 3-monooxygenase (EC 1.14.13.3)|4-oxalocrotonate tautomerase (EC 5.3.2.-)	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	rxn01945|rxn03690|rxn02363	
Pterin_carbinolamine_dehydratase	peg.1075	Fumarylacetoacetate hydrolase family protein	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Folate and pterines		
Carotenoids	peg.1080|peg.2432	Phytoene synthase (EC 2.5.1.32)|Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Isoprenoids	rxn05031|rxn01489|rxn02945|rxn01466|rxn01213	
Inorganic_Sulfur_Assimilation	peg.1091|peg.1092|peg.1093|peg.1559|peg.1560|peg.1561|peg.1562|peg.3349|peg.3350	"Adenylylsulfate kinase (EC 2.7.1.25)|Sulfate adenylyltransferase, dissimilatory-type (EC 2.7.7.4)|Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10)|Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)|Sulfate permease, Pit-type|Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)|Sulfite reductase [NADPH] flavoprotein alpha-component (EC 1.8.1.2)"	Sulfur Metabolism	Inorganic sulfur assimilation	rxn05239|rxn00379|rxn05651|rxn00361|rxn00623|rxn05256	
O-Methyl_Phosphoramidate_Capsule_Modification_in_Campylobacter	peg.1091|peg.1562	Adenylylsulfate kinase (EC 2.7.1.25)	Cell Wall and Capsule	Capsular and extracellular polysacchrides	rxn00361	
Sulfate_assimilation	peg.1091|peg.1092|peg.1561|peg.1562|peg.3349|peg.3350	"Adenylylsulfate kinase (EC 2.7.1.25)|Sulfate adenylyltransferase, dissimilatory-type (EC 2.7.7.4)|Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)|Sulfite reductase [NADPH] flavoprotein alpha-component (EC 1.8.1.2)"	Sulfur Metabolism	Inorganic sulfur assimilation	rxn00379|rxn00361|rxn00623	
coenzyme_M_biosynthesis	peg.1095	Phosphosulfolactate synthase (EC 4.4.1.19)	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Coenzyme M	rxn07307	
5-FCL-like_protein	peg.1101|peg.1313|peg.1861|peg.2493|peg.3697|peg.4099	"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)|Formyltetrahydrofolate deformylase (EC 3.5.1.10)|Anaerobic dehydrogenases, typically selenocysteine-containing|5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)|Serine hydroxymethyltransferase (EC 2.1.2.1)"	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Folate and pterines	rxn00692|rxn00910|rxn00691|rxn01653	
One-carbon_metabolism_by_tetrahydropterines	peg.1101|peg.1313|peg.2435|peg.2493	"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)|Formyltetrahydrofolate deformylase (EC 3.5.1.10)|Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)|Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)|5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)"	Carbohydrates	One-carbon Metabolism	rxn00907|rxn00910|rxn00690|rxn00691|rxn01653|rxn01211	
Arginine_Biosynthesis	peg.1120|peg.1121|peg.1122|peg.1123|peg.1126|peg.1537|peg.1975|peg.2947|peg.2948	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)|Glutamate N-acetyltransferase (EC 2.3.1.35)|N-acetylglutamate synthase (EC 2.3.1.1)|Acetylglutamate kinase (EC 2.7.2.8)|Acetylornithine aminotransferase (EC 2.6.1.11)|Ornithine carbamoyltransferase (EC 2.1.3.3)|Acetylornithine deacetylase (EC 3.5.1.16)|Argininosuccinate lyase (EC 4.3.2.1)|Argininosuccinate synthase (EC 6.3.4.5)	Amino Acids and Derivatives	Arginine	" urea cycle, polyamines"	rxn00802|rxn01637|rxn00192|rxn02465|rxn01434|rxn01019|rxn00469|rxn01636|rxn01917
Arginine_Biosynthesis_extended	peg.1120|peg.1121|peg.1122|peg.1123|peg.1126|peg.1537|peg.1975|peg.2429|peg.2947|peg.2948	"N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)|Glutamate N-acetyltransferase (EC 2.3.1.35)|N-acetylglutamate synthase (EC 2.3.1.1)|Acetylglutamate kinase (EC 2.7.2.8)|Acetylornithine aminotransferase (EC 2.6.1.11)|Ornithine carbamoyltransferase (EC 2.1.3.3)|Acetylornithine deacetylase (EC 3.5.1.16)|Arginine pathway regulatory protein ArgR, repressor of arg regulon|Argininosuccinate lyase (EC 4.3.2.1)|Argininosuccinate synthase (EC 6.3.4.5)"	Amino Acids and Derivatives	Arginine	" urea cycle, polyamines"	rxn00802|rxn01637|rxn00192|rxn02465|rxn01434|rxn01019|rxn00469|rxn01636|rxn01917
Arginine_Deiminase_Pathway	peg.1126|peg.2429|peg.3340	"Ornithine carbamoyltransferase (EC 2.1.3.3)|Arginine pathway regulatory protein ArgR, repressor of arg regulon|Arginine/ornithine antiporter ArcD"	Amino Acids and Derivatives	Arginine	" urea cycle, polyamines"	rxn05303|rxn05628|rxn01019
mycolic_acid_synthesis	peg.1135|peg.1173|peg.1592|peg.1593|peg.1594|peg.1714|peg.1836|peg.1837|peg.2945|peg.3296	"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)|Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)|Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)|3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)|Acyl carrier protein|PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSC|Phenolpthiocerol synthesis polyketide synthase ppsB"	Cell Wall and Capsule	Cell wall of Mycobacteria	rxn05323|rxn05408|rxn05422|rxn05448|rxn05383|rxn05441|rxn05426|rxn05328|rxn05364|rxn05372|rxn05430|rxn05341|rxn05460|rxn05413|rxn05348|rxn05346|rxn05445|rxn05446|rxn05435|rxn05456|rxn05410|rxn05326|rxn05376|rxn05342|rxn05455|rxn05344|rxn05350|rxn05437|rxn05349|rxn05396|rxn05363|rxn05324|rxn05388|rxn05464|rxn05429|rxn05359|rxn05322|rxn05458|rxn05453|rxn05337|rxn05367|rxn05439|rxn05385|rxn05339|rxn05443|rxn05451|rxn05434|rxn05417|rxn05401|rxn05371|rxn05347|rxn05338|rxn05400|rxn05442|rxn05425|rxn05436|rxn05358|rxn05397|rxn05421|rxn05447|rxn05392|rxn05360|rxn05340|rxn05438|rxn05409|rxn05414|rxn05461|rxn05405|rxn05368|rxn05327|rxn05404|rxn05450|rxn05418|rxn05375|rxn06023|rxn05457|rxn05393|rxn05440|rxn05345|rxn05379|rxn05384|rxn05389|rxn05444|rxn05433|rxn05465|rxn05452|rxn05380|rxn05336|rxn05325|rxn05454|rxn05343|rxn05449|rxn05459	
Gram_Positive_Competence	peg.1153|peg.1154|peg.2301|peg.2476|peg.2477|peg.2560|peg.2562|peg.2810|peg.3551|peg.3553	"Negative regulator of genetic competence MecA|Competence protein CoiA|Late competence protein ComGB, access of DNA to ComEA|Late competence protein ComGA, access of DNA to ComEA|Late competence protein ComEC, DNA transport|Late competence protein ComEA, DNA receptor|Late competence protein ComC, processing protease|ComF operon protein C|ComF operon protein A, DNA transporter ATPase"	DNA Metabolism	"DNA uptake, competence"		
Carboxysome	peg.1230|peg.3072|peg.3216|peg.3226|peg.3473	NADH dehydrogenase (EC 1.6.99.3)|Carbonic anhydrase (EC 4.2.1.1)	Carbohydrates	CO2 fixation	rxn00102|rxn05747	
D-Galacturonate_Utilization	peg.1231|peg.1235|peg.1236|peg.1237|peg.1238|peg.1239|peg.1240|peg.2214|peg.2215|peg.2216|peg.2217	"Uronate isomerase (EC 5.3.1.12)|Mannonate dehydratase (EC 4.2.1.8)|D-mannonate oxidoreductase (EC 1.1.1.57)|Hexuronate transporter|Hexuronate utilization operon transcriptional repressor ExuR|Altronate oxidoreductase (EC 1.1.1.58)|Altronate hydrolase (EC 4.2.1.7)|2-keto-3-deoxygluconate permease (KDG permease)|2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)|2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)|Transcriptional regulator KdgR, KDG operon repressor"	Carbohydrates	Monosaccharides	rxn01457|rxn05574|rxn01122|rxn03885|rxn01080|rxn05681|rxn05673|rxn01775|rxn01857|rxn03884|rxn00328|rxn01123	
Melibiose_Utilization	peg.1232|peg.3033	"Melibiose carrier protein, Na+/melibiose symporter|Alpha-galactosidase (EC 3.2.1.22)"	Carbohydrates	Di- and oligosaccharides	rxn00818|rxn05612|rxn03838|rxn00817|rxn02596	
Proline_Synthesis	peg.1293|peg.1314|peg.1315|peg.1851|peg.1852|peg.2385|peg.2563	"Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like|Glutamate 5-kinase (EC 2.7.2.11)|Gamma-glutamyl phosphate reductase (EC 1.2.1.41)|Pyrroline-5-carboxylate reductase (EC 1.5.1.2)|Late competence protein ComER, proline oxidase (EC 1.5.1.2)"	Amino Acids and Derivatives	Proline and 4-hydroxyproline	rxn00179|rxn00929|rxn00931|rxn02373	
ABC_transporter_dipeptide_(TC_3.A.1.5.2)	peg.1295|peg.1296|peg.1297|peg.1298	"Dipeptide transport system permease protein dppB (TC 3.A.1.5.2)|Dipeptide transport system permease protein dppC (TC 3.A.1.5.2)|Dipeptide transport ATP-binding protein dppD (TC 3.A.1.5.2)|Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)"	Membrane Transport	ABC transporters	rxn05536|rxn05544|rxn05534|rxn05539|rxn05541|rxn05547|rxn05546|rxn05537|rxn05542|rxn05535|rxn05543|rxn05533|rxn05545|rxn05538|rxn05540	
Nonhomologous_End-Joining_in_Bacteria	peg.1342|peg.1343	"ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD|Ku domain protein"	DNA Metabolism	DNA repair	rxn05294	
Motility_of_Campylobacter	peg.1344|peg.1347|peg.1370|peg.1371|peg.1403|peg.1626|peg.1630|peg.1634|peg.1635|peg.1640|peg.1641|peg.1642|peg.1643|peg.1644|peg.1650|peg.1798|peg.2975|peg.2976|peg.3426|peg.3521|peg.3764	Predicted signal transduction protein|RNA polymerase sigma-54 factor RpoN|Flagellar motor rotation protein MotB|Flagellar motor rotation protein MotA|Chemotaxis protein CheV (EC 2.7.3.-)|Flagellum-specific ATP synthase FliI|Flagellar basal-body rod modification protein FlgD|Flagellar motor switch protein FliM|Flagellar motor switch protein FliN|Flagellar biosynthesis protein FliR|Flagellar biosynthesis protein FlhB|Flagellar biosynthesis protein FlhA|Flagellar biosynthesis protein FlhF|Flagellar synthesis regulator FleN|RNA polymerase sigma factor for flagellar operon|Chemotaxis regulator - transmits chemoreceptor signals to flagelllar motor components CheY|Flagellin|Rrf2 family transcriptional regulator	Motility and Chemotaxis	Flagellar motility in Prokaryota		
